skill,city,sector,mention_count,week_over_week_change,month_over_month_change,direction,gov_training_seats,gov_courses,has_gov_course,snapshot_date
Telemarketing,Madurai,All,178,-27,-89,declining,0,[],f,2026-03-06 03:15:31.613945+00
Machine Learning,Pune,All,178,35,120,rising,1660,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.431281+00
Natural Language Processing,Kolkata,All,177,30,118,rising,0,[],f,2026-03-06 03:15:31.423005+00
Agile/Scrum,Nashik,All,177,8,38,rising,3928,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.495684+00
Tableau/Power BI,Jabalpur,All,177,13,53,rising,2447,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.735651+00
Machine Learning,Mysuru,All,177,37,122,rising,1997,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.595953+00
DevOps/CI-CD,Bangalore,All,176,16,66,rising,4424,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.391774+00
Manual Testing,Varanasi,All,176,-16,-61,declining,0,[],f,2026-03-06 03:15:31.727322+00
Manual Bookkeeping,Chennai,All,176,-14,-54,declining,0,[],f,2026-03-06 03:15:31.417308+00
Tableau/Power BI,Rajkot,All,176,17,57,rising,1550,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.619874+00
DevOps/CI-CD,Bhopal,All,176,25,75,rising,303,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.513433+00
React/Next.js,Chennai,All,175,17,62,rising,4905,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.412264+00
React/Next.js,Ranchi,All,175,22,67,rising,3428,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.639643+00
Cybersecurity,Jodhpur,All,175,28,96,rising,2916,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.629055+00
Python for Data,Surat,All,175,33,106,rising,3458,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.532799+00
Cold Calling,Guwahati,All,175,-20,-70,declining,0,[],f,2026-03-06 03:15:31.70749+00
Data Entry,Jaipur,All,174,-20,-75,declining,0,[],f,2026-03-06 03:15:31.486556+00
Product Management,Hyderabad,All,173,14,49,rising,0,[],f,2026-03-06 03:15:31.404114+00
Tableau/Power BI,Chandigarh,All,173,18,58,rising,2266,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.556869+00
Kubernetes/Docker,Indore,All,172,24,72,rising,0,[],f,2026-03-06 03:15:31.463992+00
Dreamweaver,Bhopal,All,172,-3,-18,declining,0,[],f,2026-03-06 03:15:31.521494+00
LLM Fine-Tuning,Patna,All,172,28,106,rising,0,[],f,2026-03-06 03:15:31.54394+00
Blockchain,Bhopal,All,172,7,32,rising,0,[],f,2026-03-06 03:15:31.516427+00
Kubernetes/Docker,Surat,All,172,22,70,rising,0,[],f,2026-03-06 03:15:31.535586+00
Telemarketing,Mumbai,All,171,-30,-92,declining,0,[],f,2026-03-06 03:15:31.377316+00
Hardware Troubleshooting,Kolkata,All,171,-6,-28,declining,0,[],f,2026-03-06 03:15:31.429071+00
Basic Excel,Lucknow,All,170,-17,-54,declining,0,[],f,2026-03-06 03:15:31.507305+00
Copy Typing,Ranchi,All,170,-32,-102,declining,0,[],f,2026-03-06 03:15:31.644561+00
Salesforce,Hubli,All,170,9,37,rising,3574,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.673893+00
Computer Vision,Indore,All,170,26,81,rising,0,[],f,2026-03-06 03:15:31.462211+00
Agile/Scrum,Vadodara,All,169,16,46,rising,2612,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.526046+00
Natural Language Processing,Ranchi,All,169,38,126,rising,0,[],f,2026-03-06 03:15:31.640442+00
DevOps/CI-CD,Jabalpur,All,168,22,72,rising,2813,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.733804+00
Voice Support,Bhopal,All,168,-29,-106,declining,0,[],f,2026-03-06 03:15:31.516666+00
AI Quality Review,Mysuru,All,168,39,134,rising,0,[],f,2026-03-06 03:15:31.595211+00
Python for Data,Vadodara,All,168,29,102,rising,1259,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.522251+00
Prompt Engineering,Jabalpur,All,166,38,143,rising,0,[],f,2026-03-06 03:15:31.731851+00
Basic Excel,Jabalpur,All,166,-16,-53,declining,0,[],f,2026-03-06 03:15:31.738049+00
Cold Calling,Pune,All,165,-21,-71,declining,0,[],f,2026-03-06 03:15:31.43703+00
Network Cabling,Chennai,All,165,-12,-29,declining,0,[],f,2026-03-06 03:15:31.419327+00
Voice Support,Indore,All,165,-35,-112,declining,0,[],f,2026-03-06 03:15:31.465813+00
Hardware Troubleshooting,Rajkot,All,165,-11,-33,declining,0,[],f,2026-03-06 03:15:31.625306+00
Manual Bookkeeping,Hubli,All,165,-12,-52,declining,0,[],f,2026-03-06 03:15:31.67654+00
Desktop Publishing,Nagpur,All,165,-19,-61,declining,0,[],f,2026-03-06 03:15:31.458242+00
Computer Vision,Delhi,All,165,27,82,rising,0,[],f,2026-03-06 03:15:31.381285+00
Tally Accounting,Mangaluru,All,164,-14,-44,declining,0,[],f,2026-03-06 03:15:31.664998+00
Data Entry,Indore,All,163,-23,-78,declining,0,[],f,2026-03-06 03:15:31.466067+00
Tally Accounting,Siliguri,All,163,-13,-43,declining,0,[],f,2026-03-06 03:15:31.748799+00
Machine Learning,Bhopal,All,163,32,117,rising,382,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.512711+00
Python for Data,Rajkot,All,162,29,102,rising,1753,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.616508+00
UI/UX Design,Patna,All,162,10,48,rising,870,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.546546+00
Python for Data,Mysuru,All,161,26,99,rising,4614,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.595456+00
Data Engineering,Hyderabad,All,161,22,82,rising,2302,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.403139+00
Manual Bookkeeping,Patna,All,161,-14,-54,declining,0,[],f,2026-03-06 03:15:31.550153+00
PHP Development,Pune,All,161,-9,-44,declining,0,[],f,2026-03-06 03:15:31.436796+00
UI/UX Design,Madurai,All,161,19,57,rising,2818,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.609614+00
Legacy COBOL,Hubli,All,161,-9,-29,declining,0,[],f,2026-03-06 03:15:31.678081+00
React/Next.js,Kolkata,All,161,23,68,rising,1087,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.422281+00
Filing/Clerical,Surat,All,160,-17,-64,declining,0,[],f,2026-03-06 03:15:31.540778+00
Dreamweaver,Visakhapatnam,All,160,-3,-18,declining,0,[],f,2026-03-06 03:15:31.583938+00
Natural Language Processing,Mumbai,All,160,40,128,rising,0,[],f,2026-03-06 03:15:31.371721+00
PHP Development,Tiruchirappalli,All,160,-17,-52,declining,0,[],f,2026-03-06 03:15:31.686182+00
Blockchain,Siliguri,All,159,6,31,rising,0,[],f,2026-03-06 03:15:31.747504+00
UI/UX Design,Guwahati,All,159,20,58,rising,2084,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.704499+00
Hardware Troubleshooting,Siliguri,All,159,-8,-30,declining,0,[],f,2026-03-06 03:15:31.751799+00
Manual Testing,Agra,All,159,-22,-67,declining,0,[],f,2026-03-06 03:15:31.716821+00
Prompt Engineering,Pune,All,158,39,144,rising,0,[],f,2026-03-06 03:15:31.430315+00
LLM Fine-Tuning,Pune,All,158,32,110,rising,0,[],f,2026-03-06 03:15:31.431536+00
UI/UX Design,Vadodara,All,158,15,53,rising,3933,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.525534+00
DevOps/CI-CD,Varanasi,All,158,15,65,rising,466,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.723211+00
Blockchain,Patna,All,158,6,31,rising,0,[],f,2026-03-06 03:15:31.547682+00
Network Cabling,Pune,All,157,-2,-19,declining,0,[],f,2026-03-06 03:15:31.439462+00
Hardware Troubleshooting,Delhi,All,157,-10,-32,declining,0,[],f,2026-03-06 03:15:31.388602+00
Voice Support,Mangaluru,All,157,-33,-110,declining,0,[],f,2026-03-06 03:15:31.663957+00
Machine Learning,Lucknow,All,156,34,119,rising,439,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.502441+00
Data Engineering,Chennai,All,156,21,81,rising,1173,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.413226+00
Salesforce,Bhopal,All,156,8,36,rising,501,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.516172+00
Product Management,Hubli,All,155,13,48,rising,0,[],f,2026-03-06 03:15:31.673371+00
Tally Accounting,Nashik,All,155,-17,-47,declining,0,[],f,2026-03-06 03:15:31.497398+00
Salesforce,Nashik,All,155,9,37,rising,4369,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.495933+00
Data Engineering,Delhi,All,154,19,79,rising,3996,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.382948+00
Print Media Design,Kochi,All,154,-17,-49,declining,0,[],f,2026-03-06 03:15:31.571176+00
Cold Calling,Thiruvananthapuram,All,153,-22,-72,declining,0,[],f,2026-03-06 03:15:31.591227+00
Tally Accounting,Visakhapatnam,All,152,-12,-42,declining,0,[],f,2026-03-06 03:15:31.579936+00
Voice Support,Ranchi,All,152,-35,-112,declining,0,[],f,2026-03-06 03:15:31.642758+00
Cloud Computing (AWS),Nashik,All,151,27,90,rising,2037,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.49201+00
LLM Fine-Tuning,Chandigarh,All,151,36,114,rising,0,[],f,2026-03-06 03:15:31.554459+00
Natural Language Processing,Visakhapatnam,All,151,38,126,rising,0,[],f,2026-03-06 03:15:31.576571+00
Kubernetes/Docker,Thiruvananthapuram,All,150,23,71,rising,0,[],f,2026-03-06 03:15:31.587604+00
Basic Excel,Indore,All,150,-11,-48,declining,0,[],f,2026-03-06 03:15:31.466568+00
Copy Typing,Hubli,All,150,-33,-103,declining,0,[],f,2026-03-06 03:15:31.676301+00
Print Media Design,Pune,All,150,-9,-41,declining,0,[],f,2026-03-06 03:15:31.438014+00
Copy Typing,Varanasi,All,149,-28,-98,declining,0,[],f,2026-03-06 03:15:31.728604+00
React/Next.js,Agra,All,149,18,63,rising,3421,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.713073+00
Desktop Publishing,Nashik,All,149,-12,-54,declining,0,[],f,2026-03-06 03:15:31.499157+00
Traditional SEO,Guwahati,All,149,-14,-39,declining,0,[],f,2026-03-06 03:15:31.708332+00
AI Quality Review,Coimbatore,All,148,33,128,rising,0,[],f,2026-03-06 03:15:31.471142+00
UI/UX Design,Hubli,All,148,17,55,rising,3766,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.673097+00
Machine Learning,Madurai,All,148,35,120,rising,1630,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.606605+00
AI Quality Review,Vadodara,All,148,35,130,rising,0,[],f,2026-03-06 03:15:31.521996+00
Legacy COBOL,Chandigarh,All,148,-13,-33,declining,0,[],f,2026-03-06 03:15:31.561987+00
DevOps/CI-CD,Raipur,All,147,25,75,rising,1650,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.691991+00
Tally Accounting,Surat,All,147,-17,-47,declining,0,[],f,2026-03-06 03:15:31.538519+00
Manual Bookkeeping,Mumbai,All,147,-13,-53,declining,0,[],f,2026-03-06 03:15:31.37622+00
Dreamweaver,Nashik,All,146,-3,-18,declining,0,[],f,2026-03-06 03:15:31.501124+00
Tableau/Power BI,Hyderabad,All,146,13,53,rising,2729,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.403622+00
DevOps/CI-CD,Visakhapatnam,All,146,21,71,rising,1927,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.575543+00
Product Management,Ranchi,All,146,14,49,rising,0,[],f,2026-03-06 03:15:31.641681+00
Cold Calling,Kolkata,All,145,-25,-75,declining,0,[],f,2026-03-06 03:15:31.426882+00
Voice Support,Raipur,All,145,-28,-105,declining,0,[],f,2026-03-06 03:15:31.695402+00
Tableau/Power BI,Mumbai,All,145,21,61,rising,2833,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.372562+00
Salesforce,Bangalore,All,145,16,44,rising,4251,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.394542+00
Blockchain,Ahmedabad,All,145,13,38,rising,0,[],f,2026-03-06 03:15:31.445224+00
Network Cabling,Mangaluru,All,145,-10,-27,declining,0,[],f,2026-03-06 03:15:31.668085+00
Prompt Engineering,Vadodara,All,144,45,150,rising,0,[],f,2026-03-06 03:15:31.521746+00
Voice Support,Chennai,All,144,-26,-103,declining,0,[],f,2026-03-06 03:15:31.415209+00
Prompt Engineering,Patna,All,144,44,149,rising,0,[],f,2026-03-06 03:15:31.542554+00
Print Media Design,Lucknow,All,143,-16,-48,declining,0,[],f,2026-03-06 03:15:31.509056+00
Cold Calling,Vadodara,All,143,-16,-66,declining,0,[],f,2026-03-06 03:15:31.52834+00
Cloud Computing (AWS),Varanasi,All,142,27,90,rising,3576,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.722182+00
Blockchain,Dehradun,All,142,15,40,rising,0,[],f,2026-03-06 03:15:31.652976+00
Dreamweaver,Siliguri,All,142,-11,-26,declining,0,[],f,2026-03-06 03:15:31.752845+00
DevOps/CI-CD,Mysuru,All,142,23,73,rising,1080,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.596712+00
Product Management,Raipur,All,142,19,54,rising,0,[],f,2026-03-06 03:15:31.694382+00
LLM Fine-Tuning,Visakhapatnam,All,141,34,112,rising,0,[],f,2026-03-06 03:15:31.57504+00
Dreamweaver,Agra,All,141,-6,-21,declining,0,[],f,2026-03-06 03:15:31.721143+00
DevOps/CI-CD,Madurai,All,141,22,72,rising,2085,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.607387+00
AI Quality Review,Bhopal,All,141,36,131,rising,0,[],f,2026-03-06 03:15:31.511953+00
Kubernetes/Docker,Jaipur,All,141,18,66,rising,0,[],f,2026-03-06 03:15:31.484403+00
UI/UX Design,Chandigarh,All,140,15,53,rising,1434,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.557118+00
Natural Language Processing,Surat,All,140,38,126,rising,0,[],f,2026-03-06 03:15:31.535077+00
Data Entry,Nashik,All,140,-27,-82,declining,0,[],f,2026-03-06 03:15:31.496664+00
Desktop Publishing,Indore,All,139,-19,-61,declining,0,[],f,2026-03-06 03:15:31.468655+00
Kubernetes/Docker,Varanasi,All,139,19,67,rising,0,[],f,2026-03-06 03:15:31.72494+00
VB.NET,Chandigarh,All,139,-10,-37,declining,0,[],f,2026-03-06 03:15:31.562968+00
Telemarketing,Dehradun,All,139,-22,-84,declining,0,[],f,2026-03-06 03:15:31.656455+00
Copy Typing,Kolkata,All,139,-29,-99,declining,0,[],f,2026-03-06 03:15:31.42712+00
Shorthand,Chandigarh,All,138,-33,-108,declining,0,[],f,2026-03-06 03:15:31.562721+00
Copy Typing,Rajkot,All,138,-30,-100,declining,0,[],f,2026-03-06 03:15:31.623258+00
PHP Development,Raipur,All,138,-16,-51,declining,0,[],f,2026-03-06 03:15:31.696675+00
VB.NET,Bhopal,All,137,-11,-38,declining,0,[],f,2026-03-06 03:15:31.521246+00
Computer Vision,Hubli,All,137,18,73,rising,0,[],f,2026-03-06 03:15:31.670586+00
Salesforce,Chennai,All,137,8,36,rising,247,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.414727+00
Legacy COBOL,Chennai,All,136,-8,-28,declining,0,[],f,2026-03-06 03:15:31.41881+00
AI Quality Review,Pune,All,136,33,128,rising,0,[],f,2026-03-06 03:15:31.430553+00
VB.NET,Mangaluru,All,136,-12,-39,declining,0,[],f,2026-03-06 03:15:31.668555+00
Legacy COBOL,Indore,All,136,-7,-27,declining,0,[],f,2026-03-06 03:15:31.469416+00
AI-assisted Content Moderation,Mumbai,All,136,84,284,rising,0,[],f,2026-03-06 03:15:31.371469+00
Manual Bookkeeping,Jaipur,All,136,-14,-54,declining,0,[],f,2026-03-06 03:15:31.488284+00
Python for Data,Tiruchirappalli,All,136,32,105,rising,306,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.68009+00
VB.NET,Rajkot,All,136,-11,-38,declining,0,[],f,2026-03-06 03:15:31.626085+00
Machine Learning,Coimbatore,All,136,32,117,rising,402,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.471864+00
VB.NET,Guwahati,All,136,-9,-36,declining,0,[],f,2026-03-06 03:15:31.710665+00
Voice Support,Hyderabad,All,135,-33,-110,declining,0,[],f,2026-03-06 03:15:31.405105+00
Agile/Scrum,Ahmedabad,All,135,9,39,rising,4977,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.444734+00
Machine Learning,Jodhpur,All,135,34,119,rising,3158,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.627821+00
Computer Vision,Pune,All,135,20,75,rising,0,[],f,2026-03-06 03:15:31.431811+00
AI Quality Review,Raipur,All,135,38,133,rising,0,[],f,2026-03-06 03:15:31.690451+00
Voice Support,Nashik,All,134,-35,-112,declining,0,[],f,2026-03-06 03:15:31.496418+00
Agile/Scrum,Jabalpur,All,134,15,45,rising,4552,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.736426+00
Dreamweaver,Tiruchirappalli,All,134,-7,-22,declining,0,[],f,2026-03-06 03:15:31.689931+00
Tableau/Power BI,Kolkata,All,133,18,58,rising,3408,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.423739+00
Print Media Design,Guwahati,All,133,-12,-44,declining,0,[],f,2026-03-06 03:15:31.708599+00
Tally Accounting,Thiruvananthapuram,All,133,-8,-38,declining,0,[],f,2026-03-06 03:15:31.590708+00
Machine Learning,Vadodara,All,133,39,124,rising,4864,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.522752+00
Legacy COBOL,Kochi,All,133,-7,-27,declining,0,[],f,2026-03-06 03:15:31.572168+00
Agile/Scrum,Tiruchirappalli,All,133,7,37,rising,664,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.684101+00
Tableau/Power BI,Hubli,All,132,15,55,rising,2152,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.672833+00
Copy Typing,Hyderabad,All,132,-30,-100,declining,0,[],f,2026-03-06 03:15:31.406801+00
Data Engineering,Mysuru,All,132,24,84,rising,4116,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.597946+00
Print Media Design,Rajkot,All,131,-10,-42,declining,0,[],f,2026-03-06 03:15:31.624085+00
Kubernetes/Docker,Pune,All,131,19,67,rising,0,[],f,2026-03-06 03:15:31.433755+00
DevOps/CI-CD,Surat,All,131,22,72,rising,459,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.534063+00
Data Engineering,Visakhapatnam,All,131,20,80,rising,3134,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.576838+00
Shorthand,Jabalpur,All,130,-32,-107,declining,0,[],f,2026-03-06 03:15:31.741769+00
Cold Calling,Mumbai,All,130,-24,-74,declining,0,[],f,2026-03-06 03:15:31.375697+00
Shorthand,Siliguri,All,130,-32,-107,declining,0,[],f,2026-03-06 03:15:31.752329+00
Filing/Clerical,Raipur,All,130,-22,-69,declining,0,[],f,2026-03-06 03:15:31.698829+00
React/Next.js,Siliguri,All,129,21,66,rising,3920,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.744779+00
PHP Development,Siliguri,All,129,-10,-45,declining,0,[],f,2026-03-06 03:15:31.749056+00
Traditional SEO,Surat,All,128,-13,-38,declining,0,[],f,2026-03-06 03:15:31.539785+00
Kubernetes/Docker,Delhi,All,127,19,67,rising,0,[],f,2026-03-06 03:15:31.383191+00
Manual Testing,Dehradun,All,127,-14,-59,declining,0,[],f,2026-03-06 03:15:31.653854+00
Filing/Clerical,Lucknow,All,127,-14,-61,declining,0,[],f,2026-03-06 03:15:31.50982+00
Legacy COBOL,Jaipur,All,126,-4,-24,declining,0,[],f,2026-03-06 03:15:31.489776+00
Basic Excel,Visakhapatnam,All,126,-15,-52,declining,0,[],f,2026-03-06 03:15:31.579699+00
Tableau/Power BI,Chennai,All,126,13,53,rising,4224,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.413729+00
AI-assisted Content Moderation,Mangaluru,All,125,78,278,rising,0,[],f,2026-03-06 03:15:31.661301+00
Dreamweaver,Hyderabad,All,125,-10,-25,declining,0,[],f,2026-03-06 03:15:31.409961+00
Prompt Engineering,Rajkot,All,125,46,151,rising,0,[],f,2026-03-06 03:15:31.61597+00
Network Cabling,Rajkot,All,124,-4,-21,declining,0,[],f,2026-03-06 03:15:31.625564+00
Basic Excel,Ahmedabad,All,124,-15,-52,declining,0,[],f,2026-03-06 03:15:31.446222+00
Salesforce,Jaipur,All,123,16,44,rising,2067,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.485789+00
PHP Development,Hyderabad,All,123,-15,-50,declining,0,[],f,2026-03-06 03:15:31.406335+00
Print Media Design,Bangalore,All,123,-16,-48,declining,0,[],f,2026-03-06 03:15:31.397545+00
Manual Testing,Siliguri,All,122,-22,-67,declining,0,[],f,2026-03-06 03:15:31.748291+00
Manual Testing,Jabalpur,All,122,-19,-64,declining,0,[],f,2026-03-06 03:15:31.737782+00
Manual Testing,Bangalore,All,121,-21,-66,declining,0,[],f,2026-03-06 03:15:31.395571+00
Network Cabling,Vadodara,All,121,-11,-28,declining,0,[],f,2026-03-06 03:15:31.531136+00
Shorthand,Vadodara,All,121,-28,-103,declining,0,[],f,2026-03-06 03:15:31.531421+00
Data Engineering,Tiruchirappalli,All,121,25,85,rising,3329,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.68282+00
Blockchain,Madurai,All,121,9,34,rising,0,[],f,2026-03-06 03:15:31.610656+00
UI/UX Design,Pune,All,121,19,57,rising,120,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.434264+00
Network Cabling,Nashik,All,120,-9,-26,declining,0,[],f,2026-03-06 03:15:31.500371+00
Blockchain,Nashik,All,120,15,40,rising,0,[],f,2026-03-06 03:15:31.496175+00
Tableau/Power BI,Bangalore,All,120,21,61,rising,2087,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.393537+00
PHP Development,Rajkot,All,119,-18,-53,declining,0,[],f,2026-03-06 03:15:31.622747+00
Natural Language Processing,Nashik,All,118,32,120,rising,0,[],f,2026-03-06 03:15:31.494208+00
